unit_id,approval_id,project_id,approval_status,outcome,approved_area_m2,area_m2,DKMJ,stratum,cluster,spatial_cluster,neighbors,neighbor_unit_ids,x,y,quality_score,baseline_risk_score,risk_score,review_penalty,rule_eval_count,rule_hit_count,critical_rule_hit_count,high_rule_hit_count,review_task_count,open_review_count,completed_review_count,supplement_required_review_count,confirmed_violation_count,propensity_score,evidence_weight,synthetic,not_for_production,data_role,source_path,region_code,period,time_index,scenario_id,split,action_type,counterfactual_group,treatment_effect,baseline_state_score,next_state_score,constraint_risk_delta,planning_utility_delta,uncertainty,action_mask_allowed,action_mask_required_reviews,action_mask_hard_blocks,action_mask_policy
TWM-SYN-C-0020,APR-TWM-SYN-C-0020,PRJ-TWM-SYN-C-0020,in_review,0.47224,0.0,76770.508,76770.508,SYN-R00:township_0,syn_component_r00_t05_c00,syn_component_r00_t05_c00,TWM-SYN-T-0020,TWM-SYN-T-0020,106.0,29.39,0.845,0.23,0.23,0.06,4,1,0,0,2,0,1,0,0,0.5,0.803,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q2+1,5,scenario_approve_with_conditions_2,validation,protect,pair_0020,0.036,0.467,0.47224,-0.026,0.02288,0.097,True,,,low_risk_allowed
TWM-SYN-T-0020,APR-TWM-SYN-T-0020,PRJ-TWM-SYN-T-0020,approved,0.50824,76770.508,76770.508,76770.508,SYN-R00:township_0,syn_component_r00_t05_c00,syn_component_r00_t05_c00,TWM-SYN-C-0020,TWM-SYN-C-0020,106.001,29.391,0.845,0.23,0.23,0.06,4,1,0,0,2,0,1,0,0,0.5,0.803,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q2+1,5,scenario_approve_with_conditions_2,validation,protect,pair_0020,0.036,0.467,0.50824,-0.026,0.02288,0.097,True,,,low_risk_allowed
TWM-SYN-C-0021,APR-TWM-SYN-C-0021,PRJ-TWM-SYN-C-0021,in_review,0.469648,0.0,5334.954,5334.954,SYN-R00:township_1,syn_component_r00_t05_c01,syn_component_r00_t05_c01,TWM-SYN-T-0021,TWM-SYN-T-0021,106.012,29.394,0.83,0.236,0.236,0.08,4,1,0,0,2,0,1,1,0,0.5,0.798,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q2+1,5,scenario_approve_with_conditions_2,validation,restore,pair_0021,0.044,0.46448,0.469648,-0.02,0.028688,0.102,True,,,low_risk_allowed
TWM-SYN-T-0021,APR-TWM-SYN-T-0021,PRJ-TWM-SYN-T-0021,approved,0.513648,5334.954,5334.954,5334.954,SYN-R00:township_1,syn_component_r00_t05_c01,syn_component_r00_t05_c01,TWM-SYN-C-0021,TWM-SYN-C-0021,106.013,29.395,0.83,0.236,0.236,0.08,4,1,0,0,2,0,1,1,0,0.5,0.798,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q2+1,5,scenario_approve_with_conditions_2,validation,restore,pair_0021,0.044,0.46448,0.513648,-0.02,0.028688,0.102,True,,,low_risk_allowed
TWM-SYN-C-0022,APR-TWM-SYN-C-0022,PRJ-TWM-SYN-C-0022,in_review,0.46984,0.0,164836.946,164836.946,SYN-R00:township_2,syn_component_r00_t05_c02,syn_component_r00_t05_c02,TWM-SYN-T-0022,TWM-SYN-T-0022,106.024,29.398,0.815,0.23,0.23,0.1,4,1,0,0,2,0,1,1,0,0.5,0.814,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q2+1,5,scenario_approve_with_conditions_2,validation,approve_with_conditions,pair_0022,0.065,0.4646,0.46984,-0.048,0.09864,0.086,True,,,low_risk_allowed
TWM-SYN-T-0022,APR-TWM-SYN-T-0022,PRJ-TWM-SYN-T-0022,approved,0.53484,164836.946,164836.946,164836.946,SYN-R00:township_2,syn_component_r00_t05_c02,syn_component_r00_t05_c02,TWM-SYN-C-0022,TWM-SYN-C-0022,106.025,29.399,0.815,0.23,0.23,0.1,4,1,0,0,2,0,1,1,0,0.5,0.814,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q2+1,5,scenario_approve_with_conditions_2,validation,approve_with_conditions,pair_0022,0.065,0.4646,0.53484,-0.048,0.09864,0.086,True,,,low_risk_allowed
TWM-SYN-C-0023,APR-TWM-SYN-C-0023,PRJ-TWM-SYN-C-0023,in_review,0.467248,0.0,77675.633,77675.633,SYN-R00:township_0,syn_component_r00_t05_c03,syn_component_r00_t05_c03,TWM-SYN-T-0023,TWM-SYN-T-0023,106.036,29.402,0.8,0.236,0.236,0.04,4,1,0,0,2,0,1,0,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q2+1,5,scenario_approve_with_conditions_2,validation,defer_review,pair_0023,0.014,0.46208,0.467248,0.018,-0.013072,0.156,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-T-0023,APR-TWM-SYN-T-0023,PRJ-TWM-SYN-T-0023,approved,0.481248,77675.633,77675.633,77675.633,SYN-R00:township_0,syn_component_r00_t05_c03,syn_component_r00_t05_c03,TWM-SYN-C-0023,TWM-SYN-C-0023,106.037,29.403,0.8,0.236,0.236,0.04,4,1,0,0,2,0,1,0,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q2+1,5,scenario_approve_with_conditions_2,validation,defer_review,pair_0023,0.014,0.46208,0.481248,0.018,-0.013072,0.156,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-C-0024,APR-TWM-SYN-C-0024,PRJ-TWM-SYN-C-0024,in_review,0.461392,0.0,23552.748,23552.748,SYN-R00:township_0,syn_component_r00_t06_c00,syn_component_r00_t06_c00,TWM-SYN-T-0024,TWM-SYN-T-0024,106.0,29.408,0.85,0.244,0.244,0.08,4,1,0,0,2,1,1,1,0,0.5,0.83,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q3+1,6,scenario_protect_0,test,protect,pair_0024,0.058,0.46432,0.461392,-0.062,0.086592,0.07,True,,,low_risk_allowed
TWM-SYN-T-0024,APR-TWM-SYN-T-0024,PRJ-TWM-SYN-T-0024,approved,0.519392,23552.748,23552.748,23552.748,SYN-R00:township_0,syn_component_r00_t06_c00,syn_component_r00_t06_c00,TWM-SYN-C-0024,TWM-SYN-C-0024,106.001,29.409,0.85,0.244,0.244,0.08,4,1,0,0,2,1,1,1,0,0.5,0.83,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q3+1,6,scenario_protect_0,test,protect,pair_0024,0.058,0.46432,0.519392,-0.062,0.086592,0.07,True,,,low_risk_allowed
TWM-SYN-C-0025,APR-TWM-SYN-C-0025,PRJ-TWM-SYN-C-0025,in_review,0.4588,0.0,65753.656,65753.656,SYN-R00:township_1,syn_component_r00_t06_c01,syn_component_r00_t06_c01,TWM-SYN-T-0025,TWM-SYN-T-0025,106.012,29.412,0.835,0.25,0.25,0.1,4,1,0,0,2,1,1,1,0,0.5,0.804,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q3+1,6,scenario_protect_0,test,restore,pair_0025,0.042,0.4618,0.4588,-0.02,0.0264,0.096,False,restoration_high_risk_phasing_review,,mixed_risk_restore_blocked
TWM-SYN-T-0025,APR-TWM-SYN-T-0025,PRJ-TWM-SYN-T-0025,approved,0.5008,65753.656,65753.656,65753.656,SYN-R00:township_1,syn_component_r00_t06_c01,syn_component_r00_t06_c01,TWM-SYN-C-0025,TWM-SYN-C-0025,106.013,29.413,0.835,0.25,0.25,0.1,4,1,0,0,2,1,1,1,0,0.5,0.804,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q3+1,6,scenario_protect_0,test,restore,pair_0025,0.042,0.4618,0.5008,-0.02,0.0264,0.096,False,restoration_high_risk_phasing_review,,mixed_risk_restore_blocked
TWM-SYN-C-0026,APR-TWM-SYN-C-0026,PRJ-TWM-SYN-C-0026,in_review,0.458992,0.0,57439.495,57439.495,SYN-R00:township_2,syn_component_r00_t06_c02,syn_component_r00_t06_c02,TWM-SYN-T-0026,TWM-SYN-T-0026,106.024,29.416,0.82,0.244,0.244,0.04,4,1,0,0,2,1,1,0,0,0.5,0.799,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q3+1,6,scenario_protect_0,test,approve_with_conditions,pair_0026,0.039,0.46192,0.458992,-0.012,0.030832,0.101,False,mixed_risk_condition_review,,mixed_risk_blocked_condition_review
TWM-SYN-T-0026,APR-TWM-SYN-T-0026,PRJ-TWM-SYN-T-0026,approved,0.497992,57439.495,57439.495,57439.495,SYN-R00:township_2,syn_component_r00_t06_c02,syn_component_r00_t06_c02,TWM-SYN-C-0026,TWM-SYN-C-0026,106.025,29.417,0.82,0.244,0.244,0.04,4,1,0,0,2,1,1,0,0,0.5,0.799,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q3+1,6,scenario_protect_0,test,approve_with_conditions,pair_0026,0.039,0.46192,0.497992,-0.012,0.030832,0.101,False,mixed_risk_condition_review,,mixed_risk_blocked_condition_review
TWM-SYN-C-0027,APR-TWM-SYN-C-0027,PRJ-TWM-SYN-C-0027,in_review,0.4564,0.0,27785.921,27785.921,SYN-R00:township_0,syn_component_r00_t06_c03,syn_component_r00_t06_c03,TWM-SYN-T-0027,TWM-SYN-T-0027,106.036,29.42,0.805,0.25,0.25,0.06,4,1,0,0,2,1,1,0,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q3+1,6,scenario_protect_0,test,defer_review,pair_0027,0.012,0.4594,0.4564,0.018,-0.01536,0.15,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-T-0027,APR-TWM-SYN-T-0027,PRJ-TWM-SYN-T-0027,approved,0.4684,27785.921,27785.921,27785.921,SYN-R00:township_0,syn_component_r00_t06_c03,syn_component_r00_t06_c03,TWM-SYN-C-0027,TWM-SYN-C-0027,106.037,29.421,0.805,0.25,0.25,0.06,4,1,0,0,2,1,1,0,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q3+1,6,scenario_protect_0,test,defer_review,pair_0027,0.012,0.4594,0.4684,0.018,-0.01536,0.15,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-C-0028,APR-TWM-SYN-C-0028,PRJ-TWM-SYN-C-0028,in_review,0.462544,0.0,19550.047,19550.047,SYN-R00:township_0,syn_component_r00_t07_c00,syn_component_r00_t07_c00,TWM-SYN-T-0028,TWM-SYN-T-0028,106.0,29.426,0.855,0.258,0.258,0.1,4,1,0,0,2,1,1,1,0,0.5,0.806,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q4+1,7,scenario_restore_1,test,protect,pair_0028,0.036,0.46164,0.462544,-0.026,0.022304,0.094,False,protection_boundary_conflict_review,,mixed_risk_protect_blocked
TWM-SYN-T-0028,APR-TWM-SYN-T-0028,PRJ-TWM-SYN-T-0028,approved,0.498544,19550.047,19550.047,19550.047,SYN-R00:township_0,syn_component_r00_t07_c00,syn_component_r00_t07_c00,TWM-SYN-C-0028,TWM-SYN-C-0028,106.001,29.427,0.855,0.258,0.258,0.1,4,1,0,0,2,1,1,1,0,0.5,0.806,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q4+1,7,scenario_restore_1,test,protect,pair_0028,0.036,0.46164,0.498544,-0.026,0.022304,0.094,False,protection_boundary_conflict_review,,mixed_risk_protect_blocked
TWM-SYN-C-0029,APR-TWM-SYN-C-0029,PRJ-TWM-SYN-C-0029,in_review,0.459952,0.0,3329.788,3329.788,SYN-R00:township_1,syn_component_r00_t07_c01,syn_component_r00_t07_c01,TWM-SYN-T-0029,TWM-SYN-T-0029,106.012,29.43,0.84,0.264,0.264,0.04,4,1,0,0,2,1,1,0,0,0.5,0.822,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q4+1,7,scenario_restore_1,test,restore,pair_0029,0.068,0.45912,0.459952,-0.056,0.094592,0.078,True,,,low_risk_allowed
TWM-SYN-T-0029,APR-TWM-SYN-T-0029,PRJ-TWM-SYN-T-0029,approved,0.527952,3329.788,3329.788,3329.788,SYN-R00:township_1,syn_component_r00_t07_c01,syn_component_r00_t07_c01,TWM-SYN-C-0029,TWM-SYN-C-0029,106.013,29.431,0.84,0.264,0.264,0.04,4,1,0,0,2,1,1,0,0,0.5,0.822,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q4+1,7,scenario_restore_1,test,restore,pair_0029,0.068,0.45912,0.527952,-0.056,0.094592,0.078,True,,,low_risk_allowed
TWM-SYN-C-0030,APR-TWM-SYN-C-0030,PRJ-TWM-SYN-C-0030,in_review,0.460144,0.0,79346.955,79346.955,SYN-R00:township_2,syn_component_r00_t07_c02,syn_component_r00_t07_c02,TWM-SYN-T-0030,TWM-SYN-T-0030,106.024,29.434,0.825,0.258,0.258,0.06,4,1,0,0,2,1,1,0,0,0.5,0.796,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q4+1,7,scenario_restore_1,test,approve_with_conditions,pair_0030,0.041,0.45924,0.460144,-0.012,0.032544,0.104,True,,,low_risk_allowed
TWM-SYN-T-0030,APR-TWM-SYN-T-0030,PRJ-TWM-SYN-T-0030,approved,0.501144,79346.955,79346.955,79346.955,SYN-R00:township_2,syn_component_r00_t07_c02,syn_component_r00_t07_c02,TWM-SYN-C-0030,TWM-SYN-C-0030,106.025,29.435,0.825,0.258,0.258,0.06,4,1,0,0,2,1,1,0,0,0.5,0.796,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q4+1,7,scenario_restore_1,test,approve_with_conditions,pair_0030,0.041,0.45924,0.501144,-0.012,0.032544,0.104,True,,,low_risk_allowed
TWM-SYN-C-0031,APR-TWM-SYN-C-0031,PRJ-TWM-SYN-C-0031,in_review,0.457552,0.0,92032.689,92032.689,SYN-R00:township_0,syn_component_r00_t07_c03,syn_component_r00_t07_c03,TWM-SYN-T-0031,TWM-SYN-T-0031,106.036,29.438,0.81,0.264,0.264,0.08,4,1,0,0,2,1,1,1,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q4+1,7,scenario_restore_1,test,defer_review,pair_0031,0.014,0.45672,0.457552,0.018,-0.013648,0.153,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-T-0031,APR-TWM-SYN-T-0031,PRJ-TWM-SYN-T-0031,approved,0.471552,92032.689,92032.689,92032.689,SYN-R00:township_0,syn_component_r00_t07_c03,syn_component_r00_t07_c03,TWM-SYN-C-0031,TWM-SYN-C-0031,106.037,29.439,0.81,0.264,0.264,0.08,4,1,0,0,2,1,1,1,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R00,2026Q4+1,7,scenario_restore_1,test,defer_review,pair_0031,0.014,0.45672,0.471552,0.018,-0.013648,0.153,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-C-0032,APR-TWM-SYN-C-0032,PRJ-TWM-SYN-C-0032,in_review,0.467664,0.0,37183.167,37183.167,SYN-R01:township_0,syn_component_r01_t00_c00,syn_component_r01_t00_c00,TWM-SYN-T-0032,TWM-SYN-T-0032,106.18,29.3,0.795,0.198,0.198,0.04,4,0,0,0,1,0,1,0,0,0.5,0.805,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q1+0,0,scenario_restore_0,train,protect,pair_0032,0.031,0.47004,0.467664,-0.024,0.018384,0.095,True,,,low_risk_allowed
TWM-SYN-T-0032,APR-TWM-SYN-T-0032,PRJ-TWM-SYN-T-0032,approved,0.498664,37183.167,37183.167,37183.167,SYN-R01:township_0,syn_component_r01_t00_c00,syn_component_r01_t00_c00,TWM-SYN-C-0032,TWM-SYN-C-0032,106.181,29.301,0.795,0.198,0.198,0.04,4,0,0,0,1,0,1,0,0,0.5,0.805,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q1+0,0,scenario_restore_0,train,protect,pair_0032,0.031,0.47004,0.498664,-0.024,0.018384,0.095,True,,,low_risk_allowed
TWM-SYN-C-0033,APR-TWM-SYN-C-0033,PRJ-TWM-SYN-C-0033,in_review,0.467856,0.0,133439.992,133439.992,SYN-R01:township_1,syn_component_r01_t00_c01,syn_component_r01_t00_c01,TWM-SYN-T-0033,TWM-SYN-T-0033,106.192,29.304,0.78,0.192,0.192,0.06,4,0,0,0,1,0,1,0,0,0.5,0.821,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q1+0,0,scenario_restore_0,train,restore,pair_0033,0.063,0.47016,0.467856,-0.054,0.090336,0.079,True,,,low_risk_allowed
TWM-SYN-T-0033,APR-TWM-SYN-T-0033,PRJ-TWM-SYN-T-0033,approved,0.530856,133439.992,133439.992,133439.992,SYN-R01:township_1,syn_component_r01_t00_c01,syn_component_r01_t00_c01,TWM-SYN-C-0033,TWM-SYN-C-0033,106.193,29.305,0.78,0.192,0.192,0.06,4,0,0,0,1,0,1,0,0,0.5,0.821,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q1+0,0,scenario_restore_0,train,restore,pair_0033,0.063,0.47016,0.530856,-0.054,0.090336,0.079,True,,,low_risk_allowed
TWM-SYN-C-0034,APR-TWM-SYN-C-0034,PRJ-TWM-SYN-C-0034,in_review,0.465264,0.0,96819.118,96819.118,SYN-R01:township_2,syn_component_r01_t00_c02,syn_component_r01_t00_c02,TWM-SYN-T-0034,TWM-SYN-T-0034,106.204,29.308,0.765,0.198,0.198,0.08,4,0,0,0,1,0,1,1,0,0.5,0.795,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q1+0,0,scenario_restore_0,train,approve_with_conditions,pair_0034,0.036,0.46764,0.465264,-0.01,0.028144,0.105,True,,,low_risk_allowed
TWM-SYN-T-0034,APR-TWM-SYN-T-0034,PRJ-TWM-SYN-T-0034,approved,0.501264,96819.118,96819.118,96819.118,SYN-R01:township_2,syn_component_r01_t00_c02,syn_component_r01_t00_c02,TWM-SYN-C-0034,TWM-SYN-C-0034,106.205,29.309,0.765,0.198,0.198,0.08,4,0,0,0,1,0,1,1,0,0.5,0.795,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q1+0,0,scenario_restore_0,train,approve_with_conditions,pair_0034,0.036,0.46764,0.501264,-0.01,0.028144,0.105,True,,,low_risk_allowed
TWM-SYN-C-0035,APR-TWM-SYN-C-0035,PRJ-TWM-SYN-C-0035,in_review,0.465456,0.0,48746.094,48746.094,SYN-R01:township_0,syn_component_r01_t00_c03,syn_component_r01_t00_c03,TWM-SYN-T-0035,TWM-SYN-T-0035,106.216,29.312,0.75,0.192,0.192,0.1,4,0,0,0,1,0,1,1,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q1+0,0,scenario_restore_0,train,defer_review,pair_0035,0.009,0.46776,0.465456,0.02,-0.017904,0.154,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-T-0035,APR-TWM-SYN-T-0035,PRJ-TWM-SYN-T-0035,approved,0.474456,48746.094,48746.094,48746.094,SYN-R01:township_0,syn_component_r01_t00_c03,syn_component_r01_t00_c03,TWM-SYN-C-0035,TWM-SYN-C-0035,106.217,29.313,0.75,0.192,0.192,0.1,4,0,0,0,1,0,1,1,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q1+0,0,scenario_restore_0,train,defer_review,pair_0035,0.009,0.46776,0.474456,0.02,-0.017904,0.154,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-C-0036,APR-TWM-SYN-C-0036,PRJ-TWM-SYN-C-0036,in_review,0.468816,0.0,24143.744,24143.744,SYN-R01:township_0,syn_component_r01_t01_c00,syn_component_r01_t01_c00,TWM-SYN-T-0036,TWM-SYN-T-0036,106.18,29.318,0.8,0.212,0.212,0.06,4,0,0,0,1,0,1,0,0,0.5,0.802,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q2+0,1,scenario_approve_with_conditions_1,train,protect,pair_0036,0.033,0.46736,0.468816,-0.024,0.020096,0.098,True,,,low_risk_allowed
TWM-SYN-T-0036,APR-TWM-SYN-T-0036,PRJ-TWM-SYN-T-0036,approved,0.501816,24143.744,24143.744,24143.744,SYN-R01:township_0,syn_component_r01_t01_c00,syn_component_r01_t01_c00,TWM-SYN-C-0036,TWM-SYN-C-0036,106.181,29.319,0.8,0.212,0.212,0.06,4,0,0,0,1,0,1,0,0,0.5,0.802,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q2+0,1,scenario_approve_with_conditions_1,train,protect,pair_0036,0.033,0.46736,0.501816,-0.024,0.020096,0.098,True,,,low_risk_allowed
TWM-SYN-C-0037,APR-TWM-SYN-C-0037,PRJ-TWM-SYN-C-0037,in_review,0.469008,0.0,6419.624,6419.624,SYN-R01:township_1,syn_component_r01_t01_c01,syn_component_r01_t01_c01,TWM-SYN-T-0037,TWM-SYN-T-0037,106.192,29.322,0.785,0.206,0.206,0.08,4,0,0,0,1,0,1,1,0,0.5,0.797,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q2+0,1,scenario_approve_with_conditions_1,train,restore,pair_0037,0.041,0.46748,0.469008,-0.018,0.026048,0.103,True,,,low_risk_allowed
TWM-SYN-T-0037,APR-TWM-SYN-T-0037,PRJ-TWM-SYN-T-0037,approved,0.510008,6419.624,6419.624,6419.624,SYN-R01:township_1,syn_component_r01_t01_c01,syn_component_r01_t01_c01,TWM-SYN-C-0037,TWM-SYN-C-0037,106.193,29.323,0.785,0.206,0.206,0.08,4,0,0,0,1,0,1,1,0,0.5,0.797,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q2+0,1,scenario_approve_with_conditions_1,train,restore,pair_0037,0.041,0.46748,0.510008,-0.018,0.026048,0.103,True,,,low_risk_allowed
TWM-SYN-C-0038,APR-TWM-SYN-C-0038,PRJ-TWM-SYN-C-0038,in_review,0.466416,0.0,172245.348,172245.348,SYN-R01:township_2,syn_component_r01_t01_c02,syn_component_r01_t01_c02,TWM-SYN-T-0038,TWM-SYN-T-0038,106.204,29.326,0.77,0.212,0.212,0.1,4,0,0,0,1,0,1,1,0,0.5,0.813,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q2+0,1,scenario_approve_with_conditions_1,train,approve_with_conditions,pair_0038,0.062,0.46496,0.466416,-0.046,0.095856,0.087,True,,,low_risk_allowed
TWM-SYN-T-0038,APR-TWM-SYN-T-0038,PRJ-TWM-SYN-T-0038,approved,0.528416,172245.348,172245.348,172245.348,SYN-R01:township_2,syn_component_r01_t01_c02,syn_component_r01_t01_c02,TWM-SYN-C-0038,TWM-SYN-C-0038,106.205,29.327,0.77,0.212,0.212,0.1,4,0,0,0,1,0,1,1,0,0.5,0.813,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q2+0,1,scenario_approve_with_conditions_1,train,approve_with_conditions,pair_0038,0.062,0.46496,0.528416,-0.046,0.095856,0.087,True,,,low_risk_allowed
TWM-SYN-C-0039,APR-TWM-SYN-C-0039,PRJ-TWM-SYN-C-0039,in_review,0.466608,0.0,27632.519,27632.519,SYN-R01:township_0,syn_component_r01_t01_c03,syn_component_r01_t01_c03,TWM-SYN-T-0039,TWM-SYN-T-0039,106.216,29.33,0.755,0.206,0.206,0.04,4,0,0,0,1,0,1,0,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q2+0,1,scenario_approve_with_conditions_1,train,defer_review,pair_0039,0.011,0.46508,0.466608,0.02,-0.015712,0.157,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-T-0039,APR-TWM-SYN-T-0039,PRJ-TWM-SYN-T-0039,approved,0.477608,27632.519,27632.519,27632.519,SYN-R01:township_0,syn_component_r01_t01_c03,syn_component_r01_t01_c03,TWM-SYN-C-0039,TWM-SYN-C-0039,106.217,29.331,0.755,0.206,0.206,0.04,4,0,0,0,1,0,1,0,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q2+0,1,scenario_approve_with_conditions_1,train,defer_review,pair_0039,0.011,0.46508,0.477608,0.02,-0.015712,0.157,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-C-0040,APR-TWM-SYN-C-0040,PRJ-TWM-SYN-C-0040,in_review,0.43656,0.0,19662.119,19662.119,SYN-R01:township_0,syn_component_r01_t02_c00,syn_component_r01_t02_c00,TWM-SYN-T-0040,TWM-SYN-T-0040,106.18,29.336,0.805,0.37,0.37,0.08,4,1,0,1,2,0,1,1,0,0.5,0.82,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q3+0,2,scenario_protect_2,train,protect,pair_0040,0.055,0.433,0.43656,-0.06,0.08208,0.08,True,,,mixed_risk_protect_allowed
