node_id,label,biz_id,name,properties
landplan:PLAN000015,LandPlan,PLAN000015,LandPlan-PLAN000015,"{""approval_date"": ""2022-07-08"", ""area_mu"": 536.42, ""dzjgh"": ""DZJGH-01-00000015"", ""flowsn"": ""FLOW-01-00000015"", ""generator_version"": ""major_project_synthetic_core_v1"", ""plan_id"": ""PLAN000015"", ""profile"": ""small_dev"", ""project_id"": ""MP000015"", ""project_name"": ""示范重大项目O-0015"", ""stage"": ""land_plan"", ""stage_name"": ""用地计划配置"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000015"", ""zdxmbh"": ""ZDXM-000015""}"
prereview:PRE000015,PreReview,PRE000015,PreReview-PRE000015,"{""approval_date"": ""2022-07-31"", ""area_mu"": 593.94, ""dzjgh"": ""DZJGH-02-00000015"", ""flowsn"": ""FLOW-02-00000015"", ""generator_version"": ""major_project_synthetic_core_v1"", ""pre_review_id"": ""PRE000015"", ""profile"": ""small_dev"", ""project_id"": ""MP000015"", ""project_name"": ""示范重大项目O-0015"", ""stage"": ""pre_review"", ""stage_name"": ""建设项目用地预审"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""xs_dzjgh"": ""DZJGH-02-00000015"", ""zdxm_sec"": ""SEC-0604-00000015"", ""zdxmbh"": ""ZDXM-000015""}"
siteselection:SITE000015,SiteSelection,SITE000015,SiteSelection-SITE000015,"{""approval_date"": ""2022-08-23"", ""area_mu"": 575.15, ""dzjgh"": ""DZJGH-03-00000015"", ""flowsn"": ""FLOW-03-00000015"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000015"", ""project_name"": ""示范重大项目O-0015"", ""site_selection_id"": ""SITE000015"", ""stage"": ""site_selection"", ""stage_name"": ""规划选址"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000015"", ""zdxmbh"": ""ZDXM-000015""}"
conversionexpropriation:CONV000015,ConversionExpropriation,CONV000015,ConversionExpropriation-CONV000015,"{""approval_date"": ""2022-09-15"", ""area_mu"": 508.95, ""conversion_id"": ""CONV000015"", ""dzjgh"": ""DZJGH-04-00000015"", ""flowsn"": ""FLOW-04-00000015"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000015"", ""project_name"": ""示范重大项目O-0015"", ""stage"": ""conversion_expropriation"", ""stage_name"": ""农用地转用和土地征收"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000015"", ""zdxmbh"": ""ZDXM-000015""}"
approvalproject:APPR000015,ApprovalProject,APPR000015,ApprovalProject-APPR000015,"{""approval_date"": ""2022-10-08"", ""approval_project_id"": ""APPR000015"", ""area_mu"": 557.78, ""bp_guid"": ""BP-00000015"", ""dzjgh"": ""DZJGH-05-00000015"", ""flowsn"": ""FLOW-05-00000015"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000015"", ""project_name"": ""示范重大项目O-0015"", ""stage"": ""approval_project"", ""stage_name"": ""建设用地审批项目"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000015"", ""zdxmbh"": ""ZDXM-000015""}"
approvalsupply:APPS000015,ApprovalSupply,APPS000015,ApprovalSupply-APPS000015,"{""approval_date"": ""2022-10-31"", ""approval_supply_id"": ""APPS000015"", ""area_mu"": 466.01, ""bp_guid"": ""BP-00000015"", ""dzjgh"": ""DZJGH-06-00000015"", ""flowsn"": ""FLOW-06-00000015"", ""gd_guid"": ""GD-00000015"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000015"", ""project_name"": ""示范重大项目O-0015"", ""stage"": ""approval_supply"", ""stage_name"": ""批供关联"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000015"", ""zdxmbh"": ""ZDXM-000015""}"
landsupply:SUP000015,LandSupply,SUP000015,LandSupply-SUP000015,"{""approval_date"": ""2022-11-23"", ""area_mu"": 424.16, ""dzjgh"": ""DZJGH-07-00000015"", ""flowsn"": ""FLOW-07-00000015"", ""gd_guid"": ""GD-00000015"", ""generator_version"": ""major_project_synthetic_core_v1"", ""land_supply_id"": ""SUP000015"", ""profile"": ""small_dev"", ""project_id"": ""MP000015"", ""project_name"": ""示范重大项目O-0015"", ""stage"": ""land_supply"", ""stage_name"": ""土地供应"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000015"", ""zdxmbh"": ""ZDXM-000015""}"
landusepermit:LUP000015,LandUsePermit,LUP000015,LandUsePermit-LUP000015,"{""approval_date"": ""2022-12-16"", ""area_mu"": 478.14, ""dzjgh"": ""DZJGH-08-00000015"", ""flowsn"": ""FLOW-08-00000015"", ""generator_version"": ""major_project_synthetic_core_v1"", ""land_use_permit_id"": ""LUP000015"", ""profile"": ""small_dev"", ""project_id"": ""MP000015"", ""project_name"": ""示范重大项目O-0015"", ""stage"": ""land_use_permit"", ""stage_name"": ""建设用地规划许可"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""ygdzjgh"": ""DZJGH-08-00000015"", ""zdxm_sec"": ""SEC-0604-00000015"", ""zdxmbh"": ""ZDXM-000015""}"
constructionpermit:CP000015,ConstructionPermit,CP000015,ConstructionPermit-CP000015,"{""approval_date"": ""2023-01-08"", ""area_mu"": 611.42, ""construction_permit_id"": ""CP000015"", ""dzjgh"": ""DZJGH-09-00000015"", ""flowsn"": ""FLOW-09-00000015"", ""generator_version"": ""major_project_synthetic_core_v1"", ""ggdzjgh"": ""DZJGH-09-00000015"", ""profile"": ""small_dev"", ""project_id"": ""MP000015"", ""project_name"": ""示范重大项目O-0015"", ""stage"": ""construction_permit"", ""stage_name"": ""建设工程规划许可"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000015"", ""zdxmbh"": ""ZDXM-000015""}"
verification:VER000015,Verification,VER000015,Verification-VER000015,"{""approval_date"": ""2023-01-31"", ""area_mu"": 628.68, ""dzjgh"": ""DZJGH-10-00000015"", ""flowsn"": ""FLOW-10-00000015"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000015"", ""project_name"": ""示范重大项目O-0015"", ""stage"": ""verification"", ""stage_name"": ""规划核实"", ""status"": ""待整改"", ""synthetic_seed"": 20260604, ""verification_id"": ""VER000015"", ""verification_no"": ""VER-NO-00000015"", ""zdxm_sec"": ""SEC-0604-00000015"", ""zdxmbh"": ""ZDXM-000015""}"
parcel:PARCEL000015,Parcel,PARCEL000015,Parcel-PARCEL000015,"{""area_mu"": 679.71, ""generator_version"": ""major_project_synthetic_core_v1"", ""geom_wkt"": ""POLYGON((118.300000 31.300000, 118.305000 31.300000, 118.305000 31.305000, 118.300000 31.305000, 118.300000 31.300000))"", ""land_use_type"": ""未利用地"", ""parcel_id"": ""PARCEL000015"", ""profile"": ""small_dev"", ""project_id"": ""MP000015"", ""synthetic_seed"": 20260604}"
project:MP000016,MajorProject,MP000016,示范重大项目P-0016,"{""city"": ""示范省C示范市5"", ""construction_unit"": ""示范建设单位-017"", ""county"": ""示范县5"", ""generator_version"": ""major_project_synthetic_core_v1"", ""geom_wkt"": ""POLYGON((118.320000 31.320000, 118.326000 31.320000, 118.326000 31.326000, 118.320000 31.326000, 118.320000 31.320000))"", ""list_year"": 2023, ""planned_land_area_mu"": 195.27, ""profile"": ""small_dev"", ""project_id"": ""MP000016"", ""project_name"": ""示范重大项目P-0016"", ""project_type"": ""水利"", ""province"": ""示范省C"", ""status"": ""储备"", ""synthetic_seed"": 20260604, ""total_investment_million"": 1265.46, ""zdxm_sec"": ""SEC-0604-00000016"", ""zdxmbh"": ""ZDXM-000016""}"
landplan:PLAN000016,LandPlan,PLAN000016,LandPlan-PLAN000016,"{""approval_date"": ""2022-07-19"", ""area_mu"": 143.7, ""dzjgh"": ""DZJGH-01-00000016"", ""flowsn"": ""FLOW-01-00000016"", ""generator_version"": ""major_project_synthetic_core_v1"", ""plan_id"": ""PLAN000016"", ""profile"": ""small_dev"", ""project_id"": ""MP000016"", ""project_name"": ""示范重大项目P-0016"", ""stage"": ""land_plan"", ""stage_name"": ""用地计划配置"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000016"", ""zdxmbh"": ""ZDXM-000016""}"
prereview:PRE000016,PreReview,PRE000016,PreReview-PRE000016,"{""approval_date"": ""2022-08-11"", ""area_mu"": 137.93, ""dzjgh"": ""DZJGH-02-00000016"", ""flowsn"": ""FLOW-02-00000016"", ""generator_version"": ""major_project_synthetic_core_v1"", ""pre_review_id"": ""PRE000016"", ""profile"": ""small_dev"", ""project_id"": ""MP000016"", ""project_name"": ""示范重大项目P-0016"", ""stage"": ""pre_review"", ""stage_name"": ""建设项目用地预审"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""xs_dzjgh"": ""DZJGH-02-00000016"", ""zdxm_sec"": ""SEC-0604-00000016"", ""zdxmbh"": ""ZDXM-000016""}"
siteselection:SITE000016,SiteSelection,SITE000016,SiteSelection-SITE000016,"{""approval_date"": ""2022-09-03"", ""area_mu"": 156.94, ""dzjgh"": ""DZJGH-03-00000016"", ""flowsn"": ""FLOW-03-00000016"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000016"", ""project_name"": ""示范重大项目P-0016"", ""site_selection_id"": ""SITE000016"", ""stage"": ""site_selection"", ""stage_name"": ""规划选址"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000016"", ""zdxmbh"": ""ZDXM-000016""}"
conversionexpropriation:CONV000016,ConversionExpropriation,CONV000016,ConversionExpropriation-CONV000016,"{""approval_date"": ""2022-09-26"", ""area_mu"": 202.24, ""conversion_id"": ""CONV000016"", ""dzjgh"": ""DZJGH-04-00000016"", ""flowsn"": ""FLOW-04-00000016"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000016"", ""project_name"": ""示范重大项目P-0016"", ""stage"": ""conversion_expropriation"", ""stage_name"": ""农用地转用和土地征收"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000016"", ""zdxmbh"": ""ZDXM-000016""}"
approvalproject:APPR000016,ApprovalProject,APPR000016,ApprovalProject-APPR000016,"{""approval_date"": ""2022-10-19"", ""approval_project_id"": ""APPR000016"", ""area_mu"": 194.15, ""bp_guid"": ""BP-00000016"", ""dzjgh"": ""DZJGH-05-00000016"", ""flowsn"": ""FLOW-05-00000016"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000016"", ""project_name"": ""示范重大项目P-0016"", ""stage"": ""approval_project"", ""stage_name"": ""建设用地审批项目"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000016"", ""zdxmbh"": ""ZDXM-000016""}"
approvalsupply:APPS000016,ApprovalSupply,APPS000016,ApprovalSupply-APPS000016,"{""approval_date"": ""2022-11-11"", ""approval_supply_id"": ""APPS000016"", ""area_mu"": 169.72, ""bp_guid"": ""BP-00000016"", ""dzjgh"": ""DZJGH-06-00000016"", ""flowsn"": ""FLOW-06-00000016"", ""gd_guid"": ""GD-00000016"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000016"", ""project_name"": ""示范重大项目P-0016"", ""stage"": ""approval_supply"", ""stage_name"": ""批供关联"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000016"", ""zdxmbh"": ""ZDXM-000016""}"
landsupply:SUP000016,LandSupply,SUP000016,LandSupply-SUP000016,"{""approval_date"": ""2022-12-04"", ""area_mu"": 179.12, ""dzjgh"": ""DZJGH-07-00000016"", ""flowsn"": ""FLOW-07-00000016"", ""gd_guid"": ""GD-00000016"", ""generator_version"": ""major_project_synthetic_core_v1"", ""land_supply_id"": ""SUP000016"", ""profile"": ""small_dev"", ""project_id"": ""MP000016"", ""project_name"": ""示范重大项目P-0016"", ""stage"": ""land_supply"", ""stage_name"": ""土地供应"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000016"", ""zdxmbh"": ""ZDXM-000016""}"
landusepermit:LUP000016,LandUsePermit,LUP000016,LandUsePermit-LUP000016,"{""approval_date"": ""2022-12-27"", ""area_mu"": 193.37, ""dzjgh"": ""DZJGH-08-00000016"", ""flowsn"": ""FLOW-08-00000016"", ""generator_version"": ""major_project_synthetic_core_v1"", ""land_use_permit_id"": ""LUP000016"", ""profile"": ""small_dev"", ""project_id"": ""MP000016"", ""project_name"": ""示范重大项目P-0016"", ""stage"": ""land_use_permit"", ""stage_name"": ""建设用地规划许可"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""ygdzjgh"": ""DZJGH-08-00000016"", ""zdxm_sec"": ""SEC-0604-00000016"", ""zdxmbh"": ""ZDXM-000016""}"
constructionpermit:CP000016,ConstructionPermit,CP000016,ConstructionPermit-CP000016,"{""approval_date"": ""2023-01-19"", ""area_mu"": 161.89, ""construction_permit_id"": ""CP000016"", ""dzjgh"": ""DZJGH-09-00000016"", ""flowsn"": ""FLOW-09-00000016"", ""generator_version"": ""major_project_synthetic_core_v1"", ""ggdzjgh"": ""DZJGH-09-00000016"", ""profile"": ""small_dev"", ""project_id"": ""MP000016"", ""project_name"": ""示范重大项目P-0016"", ""stage"": ""construction_permit"", ""stage_name"": ""建设工程规划许可"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000016"", ""zdxmbh"": ""ZDXM-000016""}"
verification:VER000016,Verification,VER000016,Verification-VER000016,"{""approval_date"": ""2023-02-11"", ""area_mu"": 149.54, ""dzjgh"": ""DZJGH-10-00000016"", ""flowsn"": ""FLOW-10-00000016"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000016"", ""project_name"": ""示范重大项目P-0016"", ""stage"": ""verification"", ""stage_name"": ""规划核实"", ""status"": ""已核实"", ""synthetic_seed"": 20260604, ""verification_id"": ""VER000016"", ""verification_no"": ""VER-NO-00000016"", ""zdxm_sec"": ""SEC-0604-00000016"", ""zdxmbh"": ""ZDXM-000016""}"
parcel:PARCEL000016,Parcel,PARCEL000016,Parcel-PARCEL000016,"{""area_mu"": 171.24, ""generator_version"": ""major_project_synthetic_core_v1"", ""geom_wkt"": ""POLYGON((118.320000 31.320000, 118.326000 31.320000, 118.326000 31.326000, 118.320000 31.326000, 118.320000 31.320000))"", ""land_use_type"": ""建设用地"", ""parcel_id"": ""PARCEL000016"", ""profile"": ""small_dev"", ""project_id"": ""MP000016"", ""synthetic_seed"": 20260604}"
project:MP000017,MajorProject,MP000017,示范重大项目Q-0017,"{""city"": ""示范省C示范市6"", ""construction_unit"": ""示范建设单位-018"", ""county"": ""示范县6"", ""generator_version"": ""major_project_synthetic_core_v1"", ""geom_wkt"": ""POLYGON((118.340000 31.340000, 118.347000 31.340000, 118.347000 31.347000, 118.340000 31.347000, 118.340000 31.340000))"", ""list_year"": 2024, ""planned_land_area_mu"": 285.59, ""profile"": ""small_dev"", ""project_id"": ""MP000017"", ""project_name"": ""示范重大项目Q-0017"", ""project_type"": ""产业园区"", ""province"": ""示范省C"", ""status"": ""建设中"", ""synthetic_seed"": 20260604, ""total_investment_million"": 3501.39, ""zdxm_sec"": ""SEC-0604-00000017"", ""zdxmbh"": ""ZDXM-000017""}"
landplan:PLAN000017,LandPlan,PLAN000017,LandPlan-PLAN000017,"{""approval_date"": ""2022-07-30"", ""area_mu"": 283.54, ""dzjgh"": ""DZJGH-01-00000017"", ""flowsn"": ""FLOW-01-00000017"", ""generator_version"": ""major_project_synthetic_core_v1"", ""plan_id"": ""PLAN000017"", ""profile"": ""small_dev"", ""project_id"": ""MP000017"", ""project_name"": ""示范重大项目Q-0017"", ""stage"": ""land_plan"", ""stage_name"": ""用地计划配置"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000017"", ""zdxmbh"": ""ZDXM-000017""}"
prereview:PRE000017,PreReview,PRE000017,PreReview-PRE000017,"{""approval_date"": ""2022-08-22"", ""area_mu"": 280.29, ""dzjgh"": ""DZJGH-02-00000017"", ""flowsn"": ""FLOW-02-00000017"", ""generator_version"": ""major_project_synthetic_core_v1"", ""pre_review_id"": ""PRE000017"", ""profile"": ""small_dev"", ""project_id"": ""MP000017"", ""project_name"": ""示范重大项目Q-0017"", ""stage"": ""pre_review"", ""stage_name"": ""建设项目用地预审"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""xs_dzjgh"": ""DZJGH-02-00000017"", ""zdxm_sec"": ""SEC-0604-00000017"", ""zdxmbh"": ""ZDXM-000017""}"
siteselection:SITE000017,SiteSelection,SITE000017,SiteSelection-SITE000017,"{""approval_date"": ""2022-09-14"", ""area_mu"": 288.36, ""dzjgh"": ""DZJGH-03-00000017"", ""flowsn"": ""FLOW-03-00000017"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000017"", ""project_name"": ""示范重大项目Q-0017"", ""site_selection_id"": ""SITE000017"", ""stage"": ""site_selection"", ""stage_name"": ""规划选址"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000017"", ""zdxmbh"": ""ZDXM-000017""}"
conversionexpropriation:CONV000017,ConversionExpropriation,CONV000017,ConversionExpropriation-CONV000017,"{""approval_date"": ""2022-10-07"", ""area_mu"": 210.14, ""conversion_id"": ""CONV000017"", ""dzjgh"": ""DZJGH-04-00000017"", ""flowsn"": ""FLOW-04-00000017"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000017"", ""project_name"": ""示范重大项目Q-0017"", ""stage"": ""conversion_expropriation"", ""stage_name"": ""农用地转用和土地征收"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000017"", ""zdxmbh"": ""ZDXM-000017""}"
approvalproject:APPR000017,ApprovalProject,APPR000017,ApprovalProject-APPR000017,"{""approval_date"": ""2022-10-30"", ""approval_project_id"": ""APPR000017"", ""area_mu"": 288.61, ""bp_guid"": ""BP-00000017"", ""dzjgh"": ""DZJGH-05-00000017"", ""flowsn"": ""FLOW-05-00000017"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000017"", ""project_name"": ""示范重大项目Q-0017"", ""stage"": ""approval_project"", ""stage_name"": ""建设用地审批项目"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000017"", ""zdxmbh"": ""ZDXM-000017""}"
approvalsupply:APPS000017,ApprovalSupply,APPS000017,ApprovalSupply-APPS000017,"{""approval_date"": ""2022-11-22"", ""approval_supply_id"": ""APPS000017"", ""area_mu"": 193.84, ""bp_guid"": ""BP-00000017"", ""dzjgh"": ""DZJGH-06-00000017"", ""flowsn"": ""FLOW-06-00000017"", ""gd_guid"": ""GD-00000017"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000017"", ""project_name"": ""示范重大项目Q-0017"", ""stage"": ""approval_supply"", ""stage_name"": ""批供关联"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000017"", ""zdxmbh"": ""ZDXM-000017""}"
landsupply:SUP000017,LandSupply,SUP000017,LandSupply-SUP000017,"{""approval_date"": ""2022-12-15"", ""area_mu"": 269.85, ""dzjgh"": ""DZJGH-07-00000017"", ""flowsn"": ""FLOW-07-00000017"", ""gd_guid"": ""GD-00000017"", ""generator_version"": ""major_project_synthetic_core_v1"", ""land_supply_id"": ""SUP000017"", ""profile"": ""small_dev"", ""project_id"": ""MP000017"", ""project_name"": ""示范重大项目Q-0017"", ""stage"": ""land_supply"", ""stage_name"": ""土地供应"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000017"", ""zdxmbh"": ""ZDXM-000017""}"
landusepermit:LUP000017,LandUsePermit,LUP000017,LandUsePermit-LUP000017,"{""approval_date"": ""2023-01-07"", ""area_mu"": 292.68, ""dzjgh"": ""DZJGH-08-00000017"", ""flowsn"": ""FLOW-08-00000017"", ""generator_version"": ""major_project_synthetic_core_v1"", ""land_use_permit_id"": ""LUP000017"", ""profile"": ""small_dev"", ""project_id"": ""MP000017"", ""project_name"": ""示范重大项目Q-0017"", ""stage"": ""land_use_permit"", ""stage_name"": ""建设用地规划许可"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""ygdzjgh"": ""DZJGH-08-00000017"", ""zdxm_sec"": ""SEC-0604-00000017"", ""zdxmbh"": ""ZDXM-000017""}"
constructionpermit:CP000017,ConstructionPermit,CP000017,ConstructionPermit-CP000017,"{""approval_date"": ""2023-01-30"", ""area_mu"": 280.51, ""construction_permit_id"": ""CP000017"", ""dzjgh"": ""DZJGH-09-00000017"", ""flowsn"": ""FLOW-09-00000017"", ""generator_version"": ""major_project_synthetic_core_v1"", ""ggdzjgh"": ""DZJGH-09-00000017"", ""profile"": ""small_dev"", ""project_id"": ""MP000017"", ""project_name"": ""示范重大项目Q-0017"", ""stage"": ""construction_permit"", ""stage_name"": ""建设工程规划许可"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000017"", ""zdxmbh"": ""ZDXM-000017""}"
verification:VER000017,Verification,VER000017,Verification-VER000017,"{""approval_date"": ""2023-02-22"", ""area_mu"": 207.35, ""dzjgh"": ""DZJGH-10-00000017"", ""flowsn"": ""FLOW-10-00000017"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000017"", ""project_name"": ""示范重大项目Q-0017"", ""stage"": ""verification"", ""stage_name"": ""规划核实"", ""status"": ""待整改"", ""synthetic_seed"": 20260604, ""verification_id"": ""VER000017"", ""verification_no"": ""VER-NO-00000017"", ""zdxm_sec"": ""SEC-0604-00000017"", ""zdxmbh"": ""ZDXM-000017""}"
parcel:PARCEL000017,Parcel,PARCEL000017,Parcel-PARCEL000017,"{""area_mu"": 294.6, ""generator_version"": ""major_project_synthetic_core_v1"", ""geom_wkt"": ""POLYGON((118.340000 31.340000, 118.347000 31.340000, 118.347000 31.347000, 118.340000 31.347000, 118.340000 31.340000))"", ""land_use_type"": ""林地"", ""parcel_id"": ""PARCEL000017"", ""profile"": ""small_dev"", ""project_id"": ""MP000017"", ""synthetic_seed"": 20260604}"
project:MP000018,MajorProject,MP000018,示范重大项目R-0018,"{""city"": ""示范省B示范市1"", ""construction_unit"": ""示范建设单位-019"", ""county"": ""示范县7"", ""generator_version"": ""major_project_synthetic_core_v1"", ""geom_wkt"": ""POLYGON((118.360000 31.360000, 118.368000 31.360000, 118.368000 31.368000, 118.360000 31.368000, 118.360000 31.360000))"", ""list_year"": 2025, ""planned_land_area_mu"": 1028.46, ""profile"": ""small_dev"", ""project_id"": ""MP000018"", ""project_name"": ""示范重大项目R-0018"", ""project_type"": ""水利"", ""province"": ""示范省B"", ""status"": ""建设中"", ""synthetic_seed"": 20260604, ""total_investment_million"": 3074.11, ""zdxm_sec"": ""SEC-0604-00000018"", ""zdxmbh"": ""ZDXM-000018""}"
landplan:PLAN000018,LandPlan,PLAN000018,LandPlan-PLAN000018,"{""approval_date"": ""2022-08-10"", ""area_mu"": 935.94, ""dzjgh"": ""DZJGH-01-00000018"", ""flowsn"": ""FLOW-01-00000018"", ""generator_version"": ""major_project_synthetic_core_v1"", ""plan_id"": ""PLAN000018"", ""profile"": ""small_dev"", ""project_id"": ""MP000018"", ""project_name"": ""示范重大项目R-0018"", ""stage"": ""land_plan"", ""stage_name"": ""用地计划配置"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000018"", ""zdxmbh"": ""ZDXM-000018""}"
prereview:PRE000018,PreReview,PRE000018,PreReview-PRE000018,"{""approval_date"": ""2022-09-02"", ""area_mu"": 967.59, ""dzjgh"": ""DZJGH-02-00000018"", ""flowsn"": ""FLOW-02-00000018"", ""generator_version"": ""major_project_synthetic_core_v1"", ""pre_review_id"": ""PRE000018"", ""profile"": ""small_dev"", ""project_id"": ""MP000018"", ""project_name"": ""示范重大项目R-0018"", ""stage"": ""pre_review"", ""stage_name"": ""建设项目用地预审"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""xs_dzjgh"": ""DZJGH-02-00000018"", ""zdxm_sec"": ""SEC-0604-00000018"", ""zdxmbh"": ""ZDXM-000018""}"
siteselection:SITE000018,SiteSelection,SITE000018,SiteSelection-SITE000018,"{""approval_date"": ""2022-09-25"", ""area_mu"": 791.95, ""dzjgh"": ""DZJGH-03-00000018"", ""flowsn"": ""FLOW-03-00000018"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000018"", ""project_name"": ""示范重大项目R-0018"", ""site_selection_id"": ""SITE000018"", ""stage"": ""site_selection"", ""stage_name"": ""规划选址"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000018"", ""zdxmbh"": ""ZDXM-000018""}"
conversionexpropriation:CONV000018,ConversionExpropriation,CONV000018,ConversionExpropriation-CONV000018,"{""approval_date"": ""2022-10-18"", ""area_mu"": 693.21, ""conversion_id"": ""CONV000018"", ""dzjgh"": ""DZJGH-04-00000018"", ""flowsn"": ""FLOW-04-00000018"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000018"", ""project_name"": ""示范重大项目R-0018"", ""stage"": ""conversion_expropriation"", ""stage_name"": ""农用地转用和土地征收"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000018"", ""zdxmbh"": ""ZDXM-000018""}"
approvalproject:APPR000018,ApprovalProject,APPR000018,ApprovalProject-APPR000018,"{""approval_date"": ""2022-11-10"", ""approval_project_id"": ""APPR000018"", ""area_mu"": 773.55, ""bp_guid"": ""BP-00000018"", ""dzjgh"": ""DZJGH-05-00000018"", ""flowsn"": ""FLOW-05-00000018"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000018"", ""project_name"": ""示范重大项目R-0018"", ""stage"": ""approval_project"", ""stage_name"": ""建设用地审批项目"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000018"", ""zdxmbh"": ""ZDXM-000018""}"
approvalsupply:APPS000018,ApprovalSupply,APPS000018,ApprovalSupply-APPS000018,"{""approval_date"": ""2022-12-03"", ""approval_supply_id"": ""APPS000018"", ""area_mu"": 678.47, ""bp_guid"": ""BP-00000018"", ""dzjgh"": ""DZJGH-06-00000018"", ""flowsn"": ""FLOW-06-00000018"", ""gd_guid"": ""GD-00000018"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000018"", ""project_name"": ""示范重大项目R-0018"", ""stage"": ""approval_supply"", ""stage_name"": ""批供关联"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000018"", ""zdxmbh"": ""ZDXM-000018""}"
