edge_id,source_node_id,target_node_id,edge_type,confidence,match_method,evidence
edge:00000780:HAS_LAND_USE_PERMIT,project:MP000039,landusepermit:LUP000039,HAS_LAND_USE_PERMIT,0.95,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_use_permit""}"
edge:00000781:NEXT_STAGE,landsupply:SUP000039,landusepermit:LUP000039,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 7, ""to_stage_order"": 8}"
edge:00000782:HAS_CONSTRUCTION_PERMIT,project:MP000039,constructionpermit:CP000039,HAS_CONSTRUCTION_PERMIT,0.945,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""construction_permit""}"
edge:00000783:NEXT_STAGE,landusepermit:LUP000039,constructionpermit:CP000039,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 8, ""to_stage_order"": 9}"
edge:00000784:HAS_VERIFICATION,project:MP000039,verification:VER000039,HAS_VERIFICATION,0.94,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""verification""}"
edge:00000785:NEXT_STAGE,constructionpermit:CP000039,verification:VER000039,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 9, ""to_stage_order"": 10}"
edge:00000786:OCCUPIES_PARCEL,project:MP000039,parcel:PARCEL000039,OCCUPIES_PARCEL,0.99,exact_key,"{""matched_fields"": [""project_id""], ""source"": ""synthetic_project_parcel""}"
edge:00000787:HAS_LAND_PLAN,project:MP000040,landplan:PLAN000040,HAS_LAND_PLAN,0.985,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_plan""}"
edge:00000788:HAS_PRE_REVIEW,project:MP000040,prereview:PRE000040,HAS_PRE_REVIEW,0.98,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""pre_review""}"
edge:00000789:NEXT_STAGE,landplan:PLAN000040,prereview:PRE000040,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 1, ""to_stage_order"": 2}"
edge:00000790:HAS_SITE_SELECTION,project:MP000040,siteselection:SITE000040,HAS_SITE_SELECTION,0.975,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""site_selection""}"
edge:00000791:NEXT_STAGE,prereview:PRE000040,siteselection:SITE000040,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 2, ""to_stage_order"": 3}"
edge:00000792:HAS_CONVERSION,project:MP000040,conversionexpropriation:CONV000040,HAS_CONVERSION,0.97,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""conversion_expropriation""}"
edge:00000793:NEXT_STAGE,siteselection:SITE000040,conversionexpropriation:CONV000040,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 3, ""to_stage_order"": 4}"
edge:00000794:HAS_APPROVAL_PROJECT,project:MP000040,approvalproject:APPR000040,HAS_APPROVAL_PROJECT,0.965,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_project""}"
edge:00000795:NEXT_STAGE,conversionexpropriation:CONV000040,approvalproject:APPR000040,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 4, ""to_stage_order"": 5}"
edge:00000796:HAS_APPROVAL_SUPPLY,project:MP000040,approvalsupply:APPS000040,HAS_APPROVAL_SUPPLY,0.96,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_supply""}"
edge:00000797:NEXT_STAGE,approvalproject:APPR000040,approvalsupply:APPS000040,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 5, ""to_stage_order"": 6}"
edge:00000798:HAS_LAND_SUPPLY,project:MP000040,landsupply:SUP000040,HAS_LAND_SUPPLY,0.955,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_supply""}"
edge:00000799:NEXT_STAGE,approvalsupply:APPS000040,landsupply:SUP000040,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 6, ""to_stage_order"": 7}"
edge:00000800:HAS_LAND_USE_PERMIT,project:MP000040,landusepermit:LUP000040,HAS_LAND_USE_PERMIT,0.95,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_use_permit""}"
edge:00000801:NEXT_STAGE,landsupply:SUP000040,landusepermit:LUP000040,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 7, ""to_stage_order"": 8}"
edge:00000802:HAS_CONSTRUCTION_PERMIT,project:MP000040,constructionpermit:CP000040,HAS_CONSTRUCTION_PERMIT,0.945,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""construction_permit""}"
edge:00000803:NEXT_STAGE,landusepermit:LUP000040,constructionpermit:CP000040,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 8, ""to_stage_order"": 9}"
edge:00000804:HAS_VERIFICATION,project:MP000040,verification:VER000040,HAS_VERIFICATION,0.94,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""verification""}"
edge:00000805:NEXT_STAGE,constructionpermit:CP000040,verification:VER000040,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 9, ""to_stage_order"": 10}"
edge:00000806:OCCUPIES_PARCEL,project:MP000040,parcel:PARCEL000040,OCCUPIES_PARCEL,0.99,exact_key,"{""matched_fields"": [""project_id""], ""source"": ""synthetic_project_parcel""}"
edge:00000807:SPATIALLY_OVERLAPS,project:MP000040,parcel:PARCEL000040,SPATIALLY_OVERLAPS,0.72,spatial_overlay,"{""geometry_source"": ""synthetic_demo_extent"", ""overlap_ratio"": 0.31}"
edge:00000808:FUZZY_PROJECT_PARCEL_MATCH,project:MP000040,parcel:PARCEL000040,FUZZY_PROJECT_PARCEL_MATCH,0.81,fuzzy_name,"{""case_idx"": 40, ""matched_name"": ""示范重大项目N0040"", ""source_name"": ""示范重大项目N-0040""}"
edge:00000809:HAS_LAND_PLAN,project:MP000041,landplan:PLAN000041,HAS_LAND_PLAN,0.985,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_plan""}"
edge:00000810:HAS_PRE_REVIEW,project:MP000041,prereview:PRE000041,HAS_PRE_REVIEW,0.98,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""pre_review""}"
edge:00000811:NEXT_STAGE,landplan:PLAN000041,prereview:PRE000041,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 1, ""to_stage_order"": 2}"
edge:00000812:HAS_SITE_SELECTION,project:MP000041,siteselection:SITE000041,HAS_SITE_SELECTION,0.975,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""site_selection""}"
edge:00000813:NEXT_STAGE,prereview:PRE000041,siteselection:SITE000041,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 2, ""to_stage_order"": 3}"
edge:00000814:HAS_CONVERSION,project:MP000041,conversionexpropriation:CONV000041,HAS_CONVERSION,0.97,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""conversion_expropriation""}"
edge:00000815:NEXT_STAGE,siteselection:SITE000041,conversionexpropriation:CONV000041,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 3, ""to_stage_order"": 4}"
edge:00000816:HAS_APPROVAL_PROJECT,project:MP000041,approvalproject:APPR000041,HAS_APPROVAL_PROJECT,0.965,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_project""}"
edge:00000817:NEXT_STAGE,conversionexpropriation:CONV000041,approvalproject:APPR000041,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 4, ""to_stage_order"": 5}"
edge:00000818:HAS_APPROVAL_SUPPLY,project:MP000041,approvalsupply:APPS000041,HAS_APPROVAL_SUPPLY,0.96,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_supply""}"
edge:00000819:NEXT_STAGE,approvalproject:APPR000041,approvalsupply:APPS000041,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 5, ""to_stage_order"": 6}"
edge:00000820:HAS_LAND_SUPPLY,project:MP000041,landsupply:SUP000041,HAS_LAND_SUPPLY,0.955,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_supply""}"
edge:00000821:NEXT_STAGE,approvalsupply:APPS000041,landsupply:SUP000041,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 6, ""to_stage_order"": 7}"
edge:00000822:HAS_LAND_USE_PERMIT,project:MP000041,landusepermit:LUP000041,HAS_LAND_USE_PERMIT,0.95,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_use_permit""}"
edge:00000823:NEXT_STAGE,landsupply:SUP000041,landusepermit:LUP000041,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 7, ""to_stage_order"": 8}"
edge:00000824:HAS_CONSTRUCTION_PERMIT,project:MP000041,constructionpermit:CP000041,HAS_CONSTRUCTION_PERMIT,0.945,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""construction_permit""}"
edge:00000825:NEXT_STAGE,landusepermit:LUP000041,constructionpermit:CP000041,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 8, ""to_stage_order"": 9}"
edge:00000826:HAS_VERIFICATION,project:MP000041,verification:VER000041,HAS_VERIFICATION,0.94,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""verification""}"
edge:00000827:NEXT_STAGE,constructionpermit:CP000041,verification:VER000041,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 9, ""to_stage_order"": 10}"
edge:00000828:OCCUPIES_PARCEL,project:MP000041,parcel:PARCEL000041,OCCUPIES_PARCEL,0.99,exact_key,"{""matched_fields"": [""project_id""], ""source"": ""synthetic_project_parcel""}"
edge:00000829:HAS_LAND_PLAN,project:MP000042,landplan:PLAN000042,HAS_LAND_PLAN,0.985,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_plan""}"
edge:00000830:MISSING_STAGE,project:MP000042,stage:MP000042:pre_review:missing,MISSING_STAGE,1.0,rule,"{""missing_stage"": ""pre_review"", ""rule"": ""idx % 7 == 0""}"
edge:00000831:HAS_SITE_SELECTION,project:MP000042,siteselection:SITE000042,HAS_SITE_SELECTION,0.975,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""site_selection""}"
edge:00000832:NEXT_STAGE,stage:MP000042:pre_review:missing,siteselection:SITE000042,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 2, ""to_stage_order"": 3}"
edge:00000833:HAS_CONVERSION,project:MP000042,conversionexpropriation:CONV000042,HAS_CONVERSION,0.97,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""conversion_expropriation""}"
edge:00000834:NEXT_STAGE,siteselection:SITE000042,conversionexpropriation:CONV000042,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 3, ""to_stage_order"": 4}"
edge:00000835:HAS_APPROVAL_PROJECT,project:MP000042,approvalproject:APPR000042,HAS_APPROVAL_PROJECT,0.965,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_project""}"
edge:00000836:NEXT_STAGE,conversionexpropriation:CONV000042,approvalproject:APPR000042,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 4, ""to_stage_order"": 5}"
edge:00000837:HAS_APPROVAL_SUPPLY,project:MP000042,approvalsupply:APPS000042,HAS_APPROVAL_SUPPLY,0.96,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_supply""}"
edge:00000838:NEXT_STAGE,approvalproject:APPR000042,approvalsupply:APPS000042,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 5, ""to_stage_order"": 6}"
edge:00000839:HAS_LAND_SUPPLY,project:MP000042,landsupply:SUP000042,HAS_LAND_SUPPLY,0.955,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_supply""}"
edge:00000840:NEXT_STAGE,approvalsupply:APPS000042,landsupply:SUP000042,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 6, ""to_stage_order"": 7}"
edge:00000841:HAS_LAND_USE_PERMIT,project:MP000042,landusepermit:LUP000042,HAS_LAND_USE_PERMIT,0.95,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_use_permit""}"
edge:00000842:NEXT_STAGE,landsupply:SUP000042,landusepermit:LUP000042,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 7, ""to_stage_order"": 8}"
edge:00000843:HAS_CONSTRUCTION_PERMIT,project:MP000042,constructionpermit:CP000042,HAS_CONSTRUCTION_PERMIT,0.945,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""construction_permit""}"
edge:00000844:NEXT_STAGE,landusepermit:LUP000042,constructionpermit:CP000042,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 8, ""to_stage_order"": 9}"
edge:00000845:HAS_VERIFICATION,project:MP000042,verification:VER000042,HAS_VERIFICATION,0.94,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""verification""}"
edge:00000846:NEXT_STAGE,constructionpermit:CP000042,verification:VER000042,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 9, ""to_stage_order"": 10}"
edge:00000847:OCCUPIES_PARCEL,project:MP000042,parcel:PARCEL000042,OCCUPIES_PARCEL,0.99,exact_key,"{""matched_fields"": [""project_id""], ""source"": ""synthetic_project_parcel""}"
edge:00000848:HAS_LAND_PLAN,project:MP000043,landplan:PLAN000043,HAS_LAND_PLAN,0.985,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_plan""}"
edge:00000849:HAS_PRE_REVIEW,project:MP000043,prereview:PRE000043,HAS_PRE_REVIEW,0.98,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""pre_review""}"
edge:00000850:NEXT_STAGE,landplan:PLAN000043,prereview:PRE000043,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 1, ""to_stage_order"": 2}"
edge:00000851:HAS_SITE_SELECTION,project:MP000043,siteselection:SITE000043,HAS_SITE_SELECTION,0.975,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""site_selection""}"
edge:00000852:NEXT_STAGE,prereview:PRE000043,siteselection:SITE000043,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 2, ""to_stage_order"": 3}"
edge:00000853:HAS_CONVERSION,project:MP000043,conversionexpropriation:CONV000043,HAS_CONVERSION,0.97,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""conversion_expropriation""}"
edge:00000854:NEXT_STAGE,siteselection:SITE000043,conversionexpropriation:CONV000043,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 3, ""to_stage_order"": 4}"
edge:00000855:HAS_APPROVAL_PROJECT,project:MP000043,approvalproject:APPR000043,HAS_APPROVAL_PROJECT,0.965,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_project""}"
edge:00000856:NEXT_STAGE,conversionexpropriation:CONV000043,approvalproject:APPR000043,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 4, ""to_stage_order"": 5}"
edge:00000857:HAS_APPROVAL_SUPPLY,project:MP000043,approvalsupply:APPS000043,HAS_APPROVAL_SUPPLY,0.96,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_supply""}"
edge:00000858:NEXT_STAGE,approvalproject:APPR000043,approvalsupply:APPS000043,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 5, ""to_stage_order"": 6}"
edge:00000859:HAS_LAND_SUPPLY,project:MP000043,landsupply:SUP000043,HAS_LAND_SUPPLY,0.955,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_supply""}"
edge:00000860:NEXT_STAGE,approvalsupply:APPS000043,landsupply:SUP000043,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 6, ""to_stage_order"": 7}"
edge:00000861:HAS_LAND_USE_PERMIT,project:MP000043,landusepermit:LUP000043,HAS_LAND_USE_PERMIT,0.95,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_use_permit""}"
edge:00000862:NEXT_STAGE,landsupply:SUP000043,landusepermit:LUP000043,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 7, ""to_stage_order"": 8}"
edge:00000863:HAS_CONSTRUCTION_PERMIT,project:MP000043,constructionpermit:CP000043,HAS_CONSTRUCTION_PERMIT,0.945,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""construction_permit""}"
edge:00000864:NEXT_STAGE,landusepermit:LUP000043,constructionpermit:CP000043,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 8, ""to_stage_order"": 9}"
edge:00000865:HAS_VERIFICATION,project:MP000043,verification:VER000043,HAS_VERIFICATION,0.94,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""verification""}"
edge:00000866:NEXT_STAGE,constructionpermit:CP000043,verification:VER000043,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 9, ""to_stage_order"": 10}"
edge:00000867:OCCUPIES_PARCEL,project:MP000043,parcel:PARCEL000043,OCCUPIES_PARCEL,0.99,exact_key,"{""matched_fields"": [""project_id""], ""source"": ""synthetic_project_parcel""}"
edge:00000868:HAS_LAND_PLAN,project:MP000044,landplan:PLAN000044,HAS_LAND_PLAN,0.985,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_plan""}"
edge:00000869:HAS_PRE_REVIEW,project:MP000044,prereview:PRE000044,HAS_PRE_REVIEW,0.98,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""pre_review""}"
edge:00000870:NEXT_STAGE,landplan:PLAN000044,prereview:PRE000044,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 1, ""to_stage_order"": 2}"
edge:00000871:HAS_SITE_SELECTION,project:MP000044,siteselection:SITE000044,HAS_SITE_SELECTION,0.975,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""site_selection""}"
edge:00000872:NEXT_STAGE,prereview:PRE000044,siteselection:SITE000044,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 2, ""to_stage_order"": 3}"
edge:00000873:HAS_CONVERSION,project:MP000044,conversionexpropriation:CONV000044,HAS_CONVERSION,0.97,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""conversion_expropriation""}"
edge:00000874:NEXT_STAGE,siteselection:SITE000044,conversionexpropriation:CONV000044,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 3, ""to_stage_order"": 4}"
edge:00000875:HAS_APPROVAL_PROJECT,project:MP000044,approvalproject:APPR000044,HAS_APPROVAL_PROJECT,0.965,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_project""}"
edge:00000876:NEXT_STAGE,conversionexpropriation:CONV000044,approvalproject:APPR000044,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 4, ""to_stage_order"": 5}"
edge:00000877:HAS_APPROVAL_SUPPLY,project:MP000044,approvalsupply:APPS000044,HAS_APPROVAL_SUPPLY,0.96,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_supply""}"
edge:00000878:NEXT_STAGE,approvalproject:APPR000044,approvalsupply:APPS000044,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 5, ""to_stage_order"": 6}"
edge:00000879:HAS_LAND_SUPPLY,project:MP000044,landsupply:SUP000044,HAS_LAND_SUPPLY,0.955,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_supply""}"
edge:00000880:NEXT_STAGE,approvalsupply:APPS000044,landsupply:SUP000044,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 6, ""to_stage_order"": 7}"
edge:00000881:HAS_LAND_USE_PERMIT,project:MP000044,landusepermit:LUP000044,HAS_LAND_USE_PERMIT,0.95,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_use_permit""}"
edge:00000882:NEXT_STAGE,landsupply:SUP000044,landusepermit:LUP000044,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 7, ""to_stage_order"": 8}"
edge:00000883:HAS_CONSTRUCTION_PERMIT,project:MP000044,constructionpermit:CP000044,HAS_CONSTRUCTION_PERMIT,0.945,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""construction_permit""}"
edge:00000884:NEXT_STAGE,landusepermit:LUP000044,constructionpermit:CP000044,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 8, ""to_stage_order"": 9}"
edge:00000885:HAS_VERIFICATION,project:MP000044,verification:VER000044,HAS_VERIFICATION,0.94,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""verification""}"
edge:00000886:NEXT_STAGE,constructionpermit:CP000044,verification:VER000044,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 9, ""to_stage_order"": 10}"
edge:00000887:OCCUPIES_PARCEL,project:MP000044,parcel:PARCEL000044,OCCUPIES_PARCEL,0.99,exact_key,"{""matched_fields"": [""project_id""], ""source"": ""synthetic_project_parcel""}"
edge:00000888:HAS_LAND_PLAN,project:MP000045,landplan:PLAN000045,HAS_LAND_PLAN,0.985,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_plan""}"
edge:00000889:HAS_PRE_REVIEW,project:MP000045,prereview:PRE000045,HAS_PRE_REVIEW,0.98,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""pre_review""}"
edge:00000890:NEXT_STAGE,landplan:PLAN000045,prereview:PRE000045,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 1, ""to_stage_order"": 2}"
edge:00000891:HAS_SITE_SELECTION,project:MP000045,siteselection:SITE000045,HAS_SITE_SELECTION,0.975,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""site_selection""}"
edge:00000892:NEXT_STAGE,prereview:PRE000045,siteselection:SITE000045,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 2, ""to_stage_order"": 3}"
edge:00000893:HAS_CONVERSION,project:MP000045,conversionexpropriation:CONV000045,HAS_CONVERSION,0.97,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""conversion_expropriation""}"
edge:00000894:NEXT_STAGE,siteselection:SITE000045,conversionexpropriation:CONV000045,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 3, ""to_stage_order"": 4}"
edge:00000895:HAS_APPROVAL_PROJECT,project:MP000045,approvalproject:APPR000045,HAS_APPROVAL_PROJECT,0.965,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_project""}"
edge:00000896:NEXT_STAGE,conversionexpropriation:CONV000045,approvalproject:APPR000045,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 4, ""to_stage_order"": 5}"
edge:00000897:HAS_APPROVAL_SUPPLY,project:MP000045,approvalsupply:APPS000045,HAS_APPROVAL_SUPPLY,0.96,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_supply""}"
edge:00000898:NEXT_STAGE,approvalproject:APPR000045,approvalsupply:APPS000045,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 5, ""to_stage_order"": 6}"
edge:00000899:HAS_LAND_SUPPLY,project:MP000045,landsupply:SUP000045,HAS_LAND_SUPPLY,0.955,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_supply""}"
edge:00000900:NEXT_STAGE,approvalsupply:APPS000045,landsupply:SUP000045,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 6, ""to_stage_order"": 7}"
edge:00000901:HAS_LAND_USE_PERMIT,project:MP000045,landusepermit:LUP000045,HAS_LAND_USE_PERMIT,0.95,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_use_permit""}"
edge:00000902:NEXT_STAGE,landsupply:SUP000045,landusepermit:LUP000045,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 7, ""to_stage_order"": 8}"
edge:00000903:HAS_CONSTRUCTION_PERMIT,project:MP000045,constructionpermit:CP000045,HAS_CONSTRUCTION_PERMIT,0.945,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""construction_permit""}"
edge:00000904:NEXT_STAGE,landusepermit:LUP000045,constructionpermit:CP000045,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 8, ""to_stage_order"": 9}"
edge:00000905:HAS_VERIFICATION,project:MP000045,verification:VER000045,HAS_VERIFICATION,0.94,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""verification""}"
edge:00000906:NEXT_STAGE,constructionpermit:CP000045,verification:VER000045,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 9, ""to_stage_order"": 10}"
edge:00000907:HAS_RISK,project:MP000045,risk:MP000045:overdue_approval,HAS_RISK,0.88,rule,"{""rule"": ""idx % 9 == 0"", ""source"": ""synthetic_rule""}"
edge:00000908:OCCUPIES_PARCEL,project:MP000045,parcel:PARCEL000045,OCCUPIES_PARCEL,0.99,exact_key,"{""matched_fields"": [""project_id""], ""source"": ""synthetic_project_parcel""}"
edge:00000909:HAS_LAND_PLAN,project:MP000046,landplan:PLAN000046,HAS_LAND_PLAN,0.985,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_plan""}"
edge:00000910:HAS_PRE_REVIEW,project:MP000046,prereview:PRE000046,HAS_PRE_REVIEW,0.98,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""pre_review""}"
edge:00000911:NEXT_STAGE,landplan:PLAN000046,prereview:PRE000046,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 1, ""to_stage_order"": 2}"
edge:00000912:HAS_SITE_SELECTION,project:MP000046,siteselection:SITE000046,HAS_SITE_SELECTION,0.975,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""site_selection""}"
edge:00000913:NEXT_STAGE,prereview:PRE000046,siteselection:SITE000046,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 2, ""to_stage_order"": 3}"
edge:00000914:HAS_CONVERSION,project:MP000046,conversionexpropriation:CONV000046,HAS_CONVERSION,0.97,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""conversion_expropriation""}"
edge:00000915:NEXT_STAGE,siteselection:SITE000046,conversionexpropriation:CONV000046,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 3, ""to_stage_order"": 4}"
edge:00000916:HAS_APPROVAL_PROJECT,project:MP000046,approvalproject:APPR000046,HAS_APPROVAL_PROJECT,0.965,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_project""}"
edge:00000917:NEXT_STAGE,conversionexpropriation:CONV000046,approvalproject:APPR000046,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 4, ""to_stage_order"": 5}"
edge:00000918:HAS_APPROVAL_SUPPLY,project:MP000046,approvalsupply:APPS000046,HAS_APPROVAL_SUPPLY,0.96,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_supply""}"
edge:00000919:NEXT_STAGE,approvalproject:APPR000046,approvalsupply:APPS000046,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 5, ""to_stage_order"": 6}"
edge:00000920:HAS_LAND_SUPPLY,project:MP000046,landsupply:SUP000046,HAS_LAND_SUPPLY,0.955,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_supply""}"
edge:00000921:NEXT_STAGE,approvalsupply:APPS000046,landsupply:SUP000046,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 6, ""to_stage_order"": 7}"
edge:00000922:HAS_LAND_USE_PERMIT,project:MP000046,landusepermit:LUP000046,HAS_LAND_USE_PERMIT,0.95,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_use_permit""}"
edge:00000923:NEXT_STAGE,landsupply:SUP000046,landusepermit:LUP000046,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 7, ""to_stage_order"": 8}"
